Textbox6,KOD_NAZWA_KRAJ,ROK3,KOD_NAZWA_KRAJ3,WARTOŚĆ3
Kraje,RU - Rosja,2015,Wartość importu towarów według krajów wysyłki,"55 140 487,6"
Kraje,RU - Rosja,2016,Wartość importu towarów według krajów wysyłki,"46 210 972,7"
Kraje,RU - Rosja,2017,Wartość importu towarów według krajów wysyłki,"56 615 505,1"
Kraje,RU - Rosja,2018,Wartość importu towarów według krajów wysyłki,"72 439 158,1"
Kraje,RU - Rosja,2019,Wartość importu towarów według krajów wysyłki,"64 674 714,2"
Kraje,RU - Rosja,2020,Wartość importu towarów według krajów wysyłki,"46 667 551,1"
Kraje,RU - Rosja,2021,Wartość importu towarów według krajów wysyłki,"77 984 563,7"
Kraje,RU - Rosja,2022,Wartość importu towarów według krajów wysyłki,"71 526 493,5"
Kraje,RU - Rosja,2010,Wartość usług nabytych,"1 490 350,1"
Kraje,RU - Rosja,2011,Wartość usług nabytych,"1 384 880,9"
Kraje,RU - Rosja,2012,Wartość usług nabytych,"1 711 235,4"
Kraje,RU - Rosja,2013,Wartość usług nabytych,"1 862 129,6"
Kraje,RU - Rosja,2014,Wartość usług nabytych,"1 867 773,6"
Kraje,RU - Rosja,2015,Wartość usług nabytych,"1 532 818,2"
Kraje,RU - Rosja,2016,Wartość usług nabytych,"1 476 404,4"
Kraje,RU - Rosja,2017,Wartość usług nabytych,"1 556 501,6"
Kraje,RU - Rosja,2018,Wartość usług nabytych,"1 783 165,0"
Kraje,RU - Rosja,2019,Wartość usług nabytych,"1 930 452,9"
Kraje,RU - Rosja,2020,Wartość usług nabytych,"1 586 559,4"
Kraje,RU - Rosja,2021,Wartość usług nabytych,"1 454 792,8"
Kraje,RU - Rosja,2022,Wartość usług nabytych,.
Kraje,SA - Arabia Saudyjska,2010,Wartość importu towarów według krajów pochodzenia,"636 910,2"
Kraje,SA - Arabia Saudyjska,2011,Wartość importu towarów według krajów pochodzenia,"769 498,2"
Kraje,SA - Arabia Saudyjska,2012,Wartość importu towarów według krajów pochodzenia,"901 901,2"
Kraje,SA - Arabia Saudyjska,2013,Wartość importu towarów według krajów pochodzenia,"317 021,6"
Kraje,SA - Arabia Saudyjska,2014,Wartość importu towarów według krajów pochodzenia,"191 360,1"
Kraje,SA - Arabia Saudyjska,2015,Wartość importu towarów według krajów pochodzenia,"684 958,1"
Kraje,SA - Arabia Saudyjska,2016,Wartość importu towarów według krajów pochodzenia,"2 379 201,7"
Kraje,SA - Arabia Saudyjska,2017,Wartość importu towarów według krajów pochodzenia,"3 057 613,8"
Kraje,SA - Arabia Saudyjska,2018,Wartość importu towarów według krajów pochodzenia,"4 480 091,2"
Kraje,SA - Arabia Saudyjska,2019,Wartość importu towarów według krajów pochodzenia,"7 408 957,0"
Kraje,SA - Arabia Saudyjska,2020,Wartość importu towarów według krajów pochodzenia,"5 006 693,0"
Kraje,SA - Arabia Saudyjska,2021,Wartość importu towarów według krajów pochodzenia,"9 664 339,6"
Kraje,SA - Arabia Saudyjska,2022,Wartość importu towarów według krajów pochodzenia,"26 900 945,1"
Kraje,SA - Arabia Saudyjska,2010,Wartość importu towarów według krajów wysyłki,"445 910,0"
Kraje,SA - Arabia Saudyjska,2011,Wartość importu towarów według krajów wysyłki,"612 419,4"
Kraje,SA - Arabia Saudyjska,2012,Wartość importu towarów według krajów wysyłki,"815 682,0"
Kraje,SA - Arabia Saudyjska,2013,Wartość importu towarów według krajów wysyłki,"251 014,8"
Kraje,SA - Arabia Saudyjska,2014,Wartość importu towarów według krajów wysyłki,"106 126,9"
Kraje,SA - Arabia Saudyjska,2015,Wartość importu towarów według krajów wysyłki,"553 072,7"
Kraje,SA - Arabia Saudyjska,2016,Wartość importu towarów według krajów wysyłki,"827 077,1"
Kraje,SA - Arabia Saudyjska,2017,Wartość importu towarów według krajów wysyłki,"603 677,5"
Kraje,SA - Arabia Saudyjska,2018,Wartość importu towarów według krajów wysyłki,"376 283,9"
Kraje,SA - Arabia Saudyjska,2019,Wartość importu towarów według krajów wysyłki,"324 117,1"
Kraje,SA - Arabia Saudyjska,2020,Wartość importu towarów według krajów wysyłki,"239 483,8"
Kraje,SA - Arabia Saudyjska,2021,Wartość importu towarów według krajów wysyłki,"366 862,6"
Kraje,SA - Arabia Saudyjska,2022,Wartość importu towarów według krajów wysyłki,"2 456 603,3"
Kraje,SA - Arabia Saudyjska,2010,Wartość usług nabytych,"4 421,5"
Kraje,SA - Arabia Saudyjska,2011,Wartość usług nabytych,"6 673,5"
Kraje,SA - Arabia Saudyjska,2012,Wartość usług nabytych,"11 209,6"
Kraje,SA - Arabia Saudyjska,2013,Wartość usług nabytych,"8 310,0"
Kraje,SA - Arabia Saudyjska,2014,Wartość usług nabytych,"19 682,3"
Kraje,SA - Arabia Saudyjska,2015,Wartość usług nabytych,"22 397,2"
Kraje,SA - Arabia Saudyjska,2016,Wartość usług nabytych,"26 765,2"
Kraje,SA - Arabia Saudyjska,2017,Wartość usług nabytych,"32 023,5"
Kraje,SA - Arabia Saudyjska,2018,Wartość usług nabytych,"31 005,9"
Kraje,SA - Arabia Saudyjska,2019,Wartość usług nabytych,"29 889,8"
Kraje,SA - Arabia Saudyjska,2020,Wartość usług nabytych,"23 405,0"
Kraje,SA - Arabia Saudyjska,2021,Wartość usług nabytych,"28 944,7"
Kraje,SA - Arabia Saudyjska,2022,Wartość usług nabytych,.
Kraje,SE - Szwecja,2010,Wartość importu towarów według krajów pochodzenia,"10 075 653,5"
Kraje,SE - Szwecja,2011,Wartość importu towarów według krajów pochodzenia,"12 551 901,4"
Kraje,SE - Szwecja,2012,Wartość importu towarów według krajów pochodzenia,"12 314 539,3"
Kraje,SE - Szwecja,2013,Wartość importu towarów według krajów pochodzenia,"12 316 293,4"
Kraje,SE - Szwecja,2014,Wartość importu towarów według krajów pochodzenia,"12 749 178,2"
Kraje,SE - Szwecja,2015,Wartość importu towarów według krajów pochodzenia,"13 634 270,8"
Kraje,SE - Szwecja,2016,Wartość importu towarów według krajów pochodzenia,"13 732 364,7"
Kraje,SE - Szwecja,2017,Wartość importu towarów według krajów pochodzenia,"16 743 862,6"
Kraje,SE - Szwecja,2018,Wartość importu towarów według krajów pochodzenia,"17 665 693,4"
Kraje,SE - Szwecja,2019,Wartość importu towarów według krajów pochodzenia,"17 853 948,5"
Kraje,SE - Szwecja,2020,Wartość importu towarów według krajów pochodzenia,"16 381 431,0"
Kraje,SE - Szwecja,2021,Wartość importu towarów według krajów pochodzenia,"21 949 182,9"
Kraje,SE - Szwecja,2022,Wartość importu towarów według krajów pochodzenia,"29 298 344,6"
Kraje,SE - Szwecja,2010,Wartość importu towarów według krajów wysyłki,"12 065 049,0"
Kraje,SE - Szwecja,2011,Wartość importu towarów według krajów wysyłki,"14 466 080,1"
Kraje,SE - Szwecja,2012,Wartość importu towarów według krajów wysyłki,"15 104 248,3"
Kraje,SE - Szwecja,2013,Wartość importu towarów według krajów wysyłki,"15 934 954,3"
Kraje,SE - Szwecja,2014,Wartość importu towarów według krajów wysyłki,"16 943 970,8"
Kraje,SE - Szwecja,2015,Wartość importu towarów według krajów wysyłki,"18 312 764,3"
Kraje,SE - Szwecja,2016,Wartość importu towarów według krajów wysyłki,"19 438 692,5"
Kraje,SE - Szwecja,2017,Wartość importu towarów według krajów wysyłki,"20 814 846,4"
Kraje,SE - Szwecja,2018,Wartość importu towarów według krajów wysyłki,"22 252 601,1"
Kraje,SE - Szwecja,2019,Wartość importu towarów według krajów wysyłki,"21 874 815,4"
Kraje,SE - Szwecja,2020,Wartość importu towarów według krajów wysyłki,"20 931 159,0"
Kraje,SE - Szwecja,2021,Wartość importu towarów według krajów wysyłki,"27 887 852,7"
Kraje,SE - Szwecja,2022,Wartość importu towarów według krajów wysyłki,"36 008 560,8"
Kraje,SE - Szwecja,2010,Wartość usług nabytych,"1 777 014,0"
Kraje,SE - Szwecja,2011,Wartość usług nabytych,"2 078 227,1"
Kraje,SE - Szwecja,2012,Wartość usług nabytych,"2 578 215,4"
Kraje,SE - Szwecja,2013,Wartość usług nabytych,"2 056 528,0"
Kraje,SE - Szwecja,2014,Wartość usług nabytych,"2 541 220,6"
Kraje,SE - Szwecja,2015,Wartość usług nabytych,"2 876 223,4"
Kraje,SE - Szwecja,2016,Wartość usług nabytych,"3 249 177,0"
Kraje,SE - Szwecja,2017,Wartość usług nabytych,"3 418 116,3"
Kraje,SE - Szwecja,2018,Wartość usług nabytych,"4 015 387,5"
Kraje,SE - Szwecja,2019,Wartość usług nabytych,"4 227 347,2"
Kraje,SE - Szwecja,2020,Wartość usług nabytych,"3 890 718,1"
Kraje,SE - Szwecja,2021,Wartość usług nabytych,"4 293 788,2"
Kraje,SE - Szwecja,2022,Wartość usług nabytych,.
Kraje,SI - Słowenia,2010,Wartość importu towarów według krajów pochodzenia,"2 105 220,8"
Kraje,SI - Słowenia,2011,Wartość importu towarów według krajów pochodzenia,"2 115 755,0"
Kraje,SI - Słowenia,2012,Wartość importu towarów według krajów pochodzenia,"2 271 592,9"
Kraje,SI - Słowenia,2013,Wartość importu towarów według krajów pochodzenia,"2 242 451,9"
Kraje,SI - Słowenia,2014,Wartość importu towarów według krajów pochodzenia,"2 495 753,6"
Kraje,SI - Słowenia,2015,Wartość importu towarów według krajów pochodzenia,"2 669 295,4"
Kraje,SI - Słowenia,2016,Wartość importu towarów według krajów pochodzenia,"2 744 303,0"
Kraje,SI - Słowenia,2017,Wartość importu towarów według krajów pochodzenia,"3 180 357,6"
Kraje,SI - Słowenia,2018,Wartość importu towarów według krajów pochodzenia,"3 561 683,0"
Kraje,SI - Słowenia,2019,Wartość importu towarów według krajów pochodzenia,"3 904 041,5"
Kraje,SI - Słowenia,2020,Wartość importu towarów według krajów pochodzenia,"4 085 729,2"
Kraje,SI - Słowenia,2021,Wartość importu towarów według krajów pochodzenia,"4 645 289,2"
Kraje,SI - Słowenia,2022,Wartość importu towarów według krajów pochodzenia,"5 609 581,0"
Kraje,SI - Słowenia,2010,Wartość importu towarów według krajów wysyłki,"2 580 702,1"
Kraje,SI - Słowenia,2011,Wartość importu towarów według krajów wysyłki,"2 548 087,8"
Kraje,SI - Słowenia,2012,Wartość importu towarów według krajów wysyłki,"2 781 981,0"
Kraje,SI - Słowenia,2013,Wartość importu towarów według krajów wysyłki,"2 979 303,3"
Kraje,SI - Słowenia,2014,Wartość importu towarów według krajów wysyłki,"3 295 795,0"
Kraje,SI - Słowenia,2015,Wartość importu towarów według krajów wysyłki,"3 612 317,6"
Kraje,SI - Słowenia,2016,Wartość importu towarów według krajów wysyłki,"3 725 236,3"
Kraje,SI - Słowenia,2017,Wartość importu towarów według krajów wysyłki,"5 159 009,6"
Kraje,SI - Słowenia,2018,Wartość importu towarów według krajów wysyłki,"6 010 838,3"
Kraje,SI - Słowenia,2019,Wartość importu towarów według krajów wysyłki,"6 684 144,0"
Kraje,SI - Słowenia,2020,Wartość importu towarów według krajów wysyłki,"6 734 535,7"
Kraje,SI - Słowenia,2021,Wartość importu towarów według krajów wysyłki,"8 745 963,2"
Kraje,SI - Słowenia,2022,Wartość importu towarów według krajów wysyłki,"10 835 700,2"
Kraje,SI - Słowenia,2010,Wartość usług nabytych,"95 909,9"
Kraje,SI - Słowenia,2011,Wartość usług nabytych,"159 640,8"
Kraje,SI - Słowenia,2012,Wartość usług nabytych,"216 329,1"
Kraje,SI - Słowenia,2013,Wartość usług nabytych,"212 996,7"
Kraje,SI - Słowenia,2014,Wartość usług nabytych,"150 054,2"
Kraje,SI - Słowenia,2015,Wartość usług nabytych,"186 278,5"
Kraje,SI - Słowenia,2016,Wartość usług nabytych,"227 943,1"
Kraje,SI - Słowenia,2017,Wartość usług nabytych,"229 800,2"
Kraje,SI - Słowenia,2018,Wartość usług nabytych,"282 641,4"
Kraje,SI - Słowenia,2019,Wartość usług nabytych,"336 502,6"
Kraje,SI - Słowenia,2020,Wartość usług nabytych,"404 327,8"
Kraje,SI - Słowenia,2021,Wartość usług nabytych,"493 599,2"
Kraje,SI - Słowenia,2022,Wartość usług nabytych,.
Kraje,SK - Słowacja,2010,Wartość importu towarów według krajów pochodzenia,"11 055 644,6"
Kraje,SK - Słowacja,2011,Wartość importu towarów według krajów pochodzenia,"12 885 806,5"
Kraje,SK - Słowacja,2012,Wartość importu towarów według krajów pochodzenia,"13 585 959,6"
Kraje,SK - Słowacja,2013,Wartość importu towarów według krajów pochodzenia,"13 025 900,8"
Kraje,SK - Słowacja,2014,Wartość importu towarów według krajów pochodzenia,"13 062 370,8"
Kraje,SK - Słowacja,2015,Wartość importu towarów według krajów pochodzenia,"13 477 844,1"
Kraje,SK - Słowacja,2016,Wartość importu towarów według krajów pochodzenia,"15 713 426,1"
Kraje,SK - Słowacja,2017,Wartość importu towarów według krajów pochodzenia,"15 789 808,7"
Kraje,SK - Słowacja,2018,Wartość importu towarów według krajów pochodzenia,"17 507 888,1"
Kraje,SK - Słowacja,2019,Wartość importu towarów według krajów pochodzenia,"18 251 452,5"
Kraje,SK - Słowacja,2020,Wartość importu towarów według krajów pochodzenia,"18 687 970,3"
Kraje,SK - Słowacja,2021,Wartość importu towarów według krajów pochodzenia,"24 888 410,6"
Kraje,SK - Słowacja,2022,Wartość importu towarów według krajów pochodzenia,"26 564 135,4"
Kraje,SK - Słowacja,2010,Wartość importu towarów według krajów wysyłki,"13 748 564,5"
Kraje,SK - Słowacja,2011,Wartość importu towarów według krajów wysyłki,"15 958 566,2"
Kraje,SK - Słowacja,2012,Wartość importu towarów według krajów wysyłki,"18 394 440,5"
Kraje,SK - Słowacja,2013,Wartość importu towarów według krajów wysyłki,"19 134 191,5"
Kraje,SK - Słowacja,2014,Wartość importu towarów według krajów wysyłki,"18 706 549,5"
Kraje,SK - Słowacja,2015,Wartość importu towarów według krajów wysyłki,"19 286 965,2"
Kraje,SK - Słowacja,2016,Wartość importu towarów według krajów wysyłki,"21 529 904,6"
Kraje,SK - Słowacja,2017,Wartość importu towarów według krajów wysyłki,"21 321 877,3"
Kraje,SK - Słowacja,2018,Wartość importu towarów według krajów wysyłki,"22 898 740,4"
Kraje,SK - Słowacja,2019,Wartość importu towarów według krajów wysyłki,"23 808 249,8"
Kraje,SK - Słowacja,2020,Wartość importu towarów według krajów wysyłki,"24 276 612,4"
Kraje,SK - Słowacja,2021,Wartość importu towarów według krajów wysyłki,"31 670 819,4"
Kraje,SK - Słowacja,2022,Wartość importu towarów według krajów wysyłki,"35 711 982,7"
Kraje,SK - Słowacja,2010,Wartość usług nabytych,"2 556 791,8"
Kraje,SK - Słowacja,2011,Wartość usług nabytych,"3 060 556,6"
Kraje,SK - Słowacja,2012,Wartość usług nabytych,"3 225 213,1"
Kraje,SK - Słowacja,2013,Wartość usług nabytych,"2 854 713,8"
Kraje,SK - Słowacja,2014,Wartość usług nabytych,"2 532 030,8"
Kraje,SK - Słowacja,2015,Wartość usług nabytych,"2 840 295,6"
Kraje,SK - Słowacja,2016,Wartość usług nabytych,"2 989 759,9"
Kraje,SK - Słowacja,2017,Wartość usług nabytych,"3 001 531,0"
Kraje,SK - Słowacja,2018,Wartość usług nabytych,"3 138 751,8"
Kraje,SK - Słowacja,2019,Wartość usług nabytych,"3 296 105,9"
Kraje,SK - Słowacja,2020,Wartość usług nabytych,"2 686 664,3"
Kraje,SK - Słowacja,2021,Wartość usług nabytych,"3 078 073,1"
Kraje,SK - Słowacja,2022,Wartość usług nabytych,.
Kraje,SN - Senegal,2010,Wartość importu towarów według krajów pochodzenia,"813,5"
Kraje,SN - Senegal,2011,Wartość importu towarów według krajów pochodzenia,"2 416,3"
Kraje,SN - Senegal,2012,Wartość importu towarów według krajów pochodzenia,"4 183,1"
Kraje,SN - Senegal,2013,Wartość importu towarów według krajów pochodzenia,"29 200,4"
Kraje,SN - Senegal,2014,Wartość importu towarów według krajów pochodzenia,"68 556,4"
Kraje,SN - Senegal,2015,Wartość importu towarów według krajów pochodzenia,"104 512,2"
Kraje,SN - Senegal,2016,Wartość importu towarów według krajów pochodzenia,"110 238,3"
Kraje,SN - Senegal,2017,Wartość importu towarów według krajów pochodzenia,"44 921,6"
Kraje,SN - Senegal,2018,Wartość importu towarów według krajów pochodzenia,"57 453,3"
Kraje,SN - Senegal,2019,Wartość importu towarów według krajów pochodzenia,"110 726,5"
Kraje,SN - Senegal,2020,Wartość importu towarów według krajów pochodzenia,"71 407,0"
Kraje,SN - Senegal,2021,Wartość importu towarów według krajów pochodzenia,"67 246,7"
Kraje,SN - Senegal,2022,Wartość importu towarów według krajów pochodzenia,"133 182,1"
Kraje,SN - Senegal,2010,Wartość importu towarów według krajów wysyłki,"6,6"
Kraje,SN - Senegal,2011,Wartość importu towarów według krajów wysyłki,"1 096,0"
Kraje,SN - Senegal,2012,Wartość importu towarów według krajów wysyłki,"667,2"
Kraje,SN - Senegal,2013,Wartość importu towarów według krajów wysyłki,"26 606,0"
Kraje,SN - Senegal,2014,Wartość importu towarów według krajów wysyłki,"60 731,6"
Kraje,SN - Senegal,2015,Wartość importu towarów według krajów wysyłki,"94 382,3"
Kraje,SN - Senegal,2016,Wartość importu towarów według krajów wysyłki,"103 853,5"
Kraje,SN - Senegal,2017,Wartość importu towarów według krajów wysyłki,"34 168,9"
Kraje,SN - Senegal,2018,Wartość importu towarów według krajów wysyłki,"51 672,4"
Kraje,SN - Senegal,2019,Wartość importu towarów według krajów wysyłki,"101 092,8"
Kraje,SN - Senegal,2020,Wartość importu towarów według krajów wysyłki,"59 939,8"
Kraje,SN - Senegal,2021,Wartość importu towarów według krajów wysyłki,"62 481,7"
Kraje,SN - Senegal,2022,Wartość importu towarów według krajów wysyłki,"132 243,8"
Kraje,SN - Senegal,2010,Wartość usług nabytych,.
Kraje,SN - Senegal,2011,Wartość usług nabytych,.
Kraje,SN - Senegal,2012,Wartość usług nabytych,"165,2"
Kraje,SN - Senegal,2013,Wartość usług nabytych,"983,4"
Kraje,SN - Senegal,2014,Wartość usług nabytych,"2 890,8"
Kraje,SN - Senegal,2015,Wartość usług nabytych,"784,2"
Kraje,SN - Senegal,2016,Wartość usług nabytych,"1 581,3"
Kraje,SN - Senegal,2017,Wartość usług nabytych,.
Kraje,SN - Senegal,2018,Wartość usług nabytych,"9 683,4"
Kraje,SN - Senegal,2019,Wartość usług nabytych,"4 201,2"
Kraje,SN - Senegal,2020,Wartość usług nabytych,.
Kraje,SN - Senegal,2021,Wartość usług nabytych,.
Kraje,SN - Senegal,2022,Wartość usług nabytych,.
Kraje,TN - Tunezja,2010,Wartość importu towarów według krajów pochodzenia,"489 845,5"
Kraje,TN - Tunezja,2011,Wartość importu towarów według krajów pochodzenia,"443 980,7"
Kraje,TN - Tunezja,2012,Wartość importu towarów według krajów pochodzenia,"762 031,0"
Kraje,TN - Tunezja,2013,Wartość importu towarów według krajów pochodzenia,"440 929,3"
Kraje,TN - Tunezja,2014,Wartość importu towarów według krajów pochodzenia,"607 880,3"
Kraje,TN - Tunezja,2015,Wartość importu towarów według krajów pochodzenia,"781 273,4"
Kraje,TN - Tunezja,2016,Wartość importu towarów według krajów pochodzenia,"806 521,0"
Kraje,TN - Tunezja,2017,Wartość importu towarów według krajów pochodzenia,"780 699,6"
Kraje,TN - Tunezja,2018,Wartość importu towarów według krajów pochodzenia,"911 066,7"
Kraje,TN - Tunezja,2019,Wartość importu towarów według krajów pochodzenia,"1 088 135,8"
Kraje,TN - Tunezja,2020,Wartość importu towarów według krajów pochodzenia,"1 182 782,5"
Kraje,TN - Tunezja,2021,Wartość importu towarów według krajów pochodzenia,"1 219 013,4"
Kraje,TN - Tunezja,2022,Wartość importu towarów według krajów pochodzenia,"1 615 567,9"
Kraje,TN - Tunezja,2010,Wartość importu towarów według krajów wysyłki,"220 017,1"
Kraje,TN - Tunezja,2011,Wartość importu towarów według krajów wysyłki,"173 843,3"
Kraje,TN - Tunezja,2012,Wartość importu towarów według krajów wysyłki,"401 775,1"
Kraje,TN - Tunezja,2013,Wartość importu towarów według krajów wysyłki,"121 252,8"
Kraje,TN - Tunezja,2014,Wartość importu towarów według krajów wysyłki,"326 655,4"
Kraje,TN - Tunezja,2015,Wartość importu towarów według krajów wysyłki,"418 707,6"
Kraje,TN - Tunezja,2016,Wartość importu towarów według krajów wysyłki,"426 192,7"
Kraje,TN - Tunezja,2017,Wartość importu towarów według krajów wysyłki,"404 222,2"
Kraje,TN - Tunezja,2018,Wartość importu towarów według krajów wysyłki,"477 865,3"
Kraje,TN - Tunezja,2019,Wartość importu towarów według krajów wysyłki,"478 976,6"
Kraje,TN - Tunezja,2020,Wartość importu towarów według krajów wysyłki,"508 184,0"
Kraje,TN - Tunezja,2021,Wartość importu towarów według krajów wysyłki,"575 009,9"
Kraje,TN - Tunezja,2022,Wartość importu towarów według krajów wysyłki,"806 003,1"
Kraje,TN - Tunezja,2010,Wartość usług nabytych,"660 734,9"
Kraje,TN - Tunezja,2011,Wartość usług nabytych,"349 774,9"
Kraje,TN - Tunezja,2012,Wartość usług nabytych,"319 904,8"
Kraje,TN - Tunezja,2013,Wartość usług nabytych,"351 354,5"
Kraje,TN - Tunezja,2014,Wartość usług nabytych,"288 070,2"
Kraje,TN - Tunezja,2015,Wartość usług nabytych,"243 842,5"
Kraje,TN - Tunezja,2016,Wartość usług nabytych,"144 918,2"
Kraje,TN - Tunezja,2017,Wartość usług nabytych,"134 070,9"
Kraje,TN - Tunezja,2018,Wartość usług nabytych,"187 786,5"
Kraje,TN - Tunezja,2019,Wartość usług nabytych,"229 398,2"
Kraje,TN - Tunezja,2020,Wartość usług nabytych,"63 758,6"
Kraje,TN - Tunezja,2021,Wartość usług nabytych,"88 436,5"
Kraje,TN - Tunezja,2022,Wartość usług nabytych,.
Kraje,TR - Turcja,2010,Wartość importu towarów według krajów pochodzenia,"6 430 493,9"
Kraje,TR - Turcja,2011,Wartość importu towarów według krajów pochodzenia,"6 859 003,5"
Kraje,TR - Turcja,2012,Wartość importu towarów według krajów pochodzenia,"7 026 523,9"
Kraje,TR - Turcja,2013,Wartość importu towarów według krajów pochodzenia,"7 602 587,8"
Kraje,TR - Turcja,2014,Wartość importu towarów według krajów pochodzenia,"8 440 569,7"
Kraje,TR - Turcja,2015,Wartość importu towarów według krajów pochodzenia,"10 882 956,9"
Kraje,TR - Turcja,2016,Wartość importu towarów według krajów pochodzenia,"12 231 185,9"
Kraje,TR - Turcja,2017,Wartość importu towarów według krajów pochodzenia,"13 732 271,4"
Kraje,TR - Turcja,2018,Wartość importu towarów według krajów pochodzenia,"16 250 804,2"
Kraje,TR - Turcja,2019,Wartość importu towarów według krajów pochodzenia,"16 832 087,8"
Kraje,TR - Turcja,2020,Wartość importu towarów według krajów pochodzenia,"17 628 692,7"
Kraje,TR - Turcja,2021,Wartość importu towarów według krajów pochodzenia,"24 020 509,8"
Kraje,TR - Turcja,2022,Wartość importu towarów według krajów pochodzenia,"30 849 260,0"
Kraje,TR - Turcja,2010,Wartość importu towarów według krajów wysyłki,"4 300 598,2"
Kraje,TR - Turcja,2011,Wartość importu towarów według krajów wysyłki,"4 871 853,6"
Kraje,TR - Turcja,2012,Wartość importu towarów według krajów wysyłki,"5 082 045,0"
Kraje,TR - Turcja,2013,Wartość importu towarów według krajów wysyłki,"5 630 812,2"
Kraje,TR - Turcja,2014,Wartość importu towarów według krajów wysyłki,"6 485 097,9"
Kraje,TR - Turcja,2015,Wartość importu towarów według krajów wysyłki,"8 718 346,3"
Kraje,TR - Turcja,2016,Wartość importu towarów według krajów wysyłki,"9 976 124,8"
Kraje,TR - Turcja,2017,Wartość importu towarów według krajów wysyłki,"10 358 308,5"
Kraje,TR - Turcja,2018,Wartość importu towarów według krajów wysyłki,"10 897 882,7"
Kraje,TR - Turcja,2019,Wartość importu towarów według krajów wysyłki,"10 986 994,6"
Kraje,TR - Turcja,2020,Wartość importu towarów według krajów wysyłki,"11 272 957,3"
Kraje,TR - Turcja,2021,Wartość importu towarów według krajów wysyłki,"16 454 209,8"
Kraje,TR - Turcja,2022,Wartość importu towarów według krajów wysyłki,"22 214 285,9"
Kraje,TR - Turcja,2010,Wartość usług nabytych,"1 548 202,8"
Kraje,TR - Turcja,2011,Wartość usług nabytych,"1 592 529,1"
Kraje,TR - Turcja,2012,Wartość usług nabytych,"991 192,3"
Kraje,TR - Turcja,2013,Wartość usług nabytych,"1 209 706,2"
Kraje,TR - Turcja,2014,Wartość usług nabytych,"969 031,6"
Kraje,TR - Turcja,2015,Wartość usług nabytych,"1 107 557,7"
Kraje,TR - Turcja,2016,Wartość usług nabytych,"646 146,8"
Kraje,TR - Turcja,2017,Wartość usług nabytych,"736 943,6"
Kraje,TR - Turcja,2018,Wartość usług nabytych,"949 570,0"
Kraje,TR - Turcja,2019,Wartość usług nabytych,"1 145 049,6"
Kraje,TR - Turcja,2020,Wartość usług nabytych,"542 845,5"
Kraje,TR - Turcja,2021,Wartość usług nabytych,"991 946,2"
Kraje,TR - Turcja,2022,Wartość usług nabytych,.
Kraje,TZ - Tanzania,2010,Wartość importu towarów według krajów pochodzenia,"44 107,4"
Kraje,TZ - Tanzania,2011,Wartość importu towarów według krajów pochodzenia,"60 233,8"
Kraje,TZ - Tanzania,2012,Wartość importu towarów według krajów pochodzenia,"74 310,4"
Kraje,TZ - Tanzania,2013,Wartość importu towarów według krajów pochodzenia,"123 276,3"
Kraje,TZ - Tanzania,2014,Wartość importu towarów według krajów pochodzenia,"116 298,2"
Kraje,TZ - Tanzania,2015,Wartość importu towarów według krajów pochodzenia,"166 543,1"
Kraje,TZ - Tanzania,2016,Wartość importu towarów według krajów pochodzenia,"130 366,6"
Kraje,TZ - Tanzania,2017,Wartość importu towarów według krajów pochodzenia,"104 149,2"
Kraje,TZ - Tanzania,2018,Wartość importu towarów według krajów pochodzenia,"140 801,4"
Kraje,TZ - Tanzania,2019,Wartość importu towarów według krajów pochodzenia,"155 378,4"
Kraje,TZ - Tanzania,2020,Wartość importu towarów według krajów pochodzenia,"144 917,5"
Kraje,TZ - Tanzania,2021,Wartość importu towarów według krajów pochodzenia,"150 402,8"
Kraje,TZ - Tanzania,2022,Wartość importu towarów według krajów pochodzenia,"509 004,2"
Kraje,TZ - Tanzania,2010,Wartość importu towarów według krajów wysyłki,"11 942,2"
Kraje,TZ - Tanzania,2011,Wartość importu towarów według krajów wysyłki,"12 313,7"
Kraje,TZ - Tanzania,2012,Wartość importu towarów według krajów wysyłki,"44 166,9"
Kraje,TZ - Tanzania,2013,Wartość importu towarów według krajów wysyłki,"73 383,2"
Kraje,TZ - Tanzania,2014,Wartość importu towarów według krajów wysyłki,"41 088,2"
Kraje,TZ - Tanzania,2015,Wartość importu towarów według krajów wysyłki,"116 629,8"
Kraje,TZ - Tanzania,2016,Wartość importu towarów według krajów wysyłki,"86 767,6"
Kraje,TZ - Tanzania,2017,Wartość importu towarów według krajów wysyłki,"27 998,8"
Kraje,TZ - Tanzania,2018,Wartość importu towarów według krajów wysyłki,"50 994,2"
Kraje,TZ - Tanzania,2019,Wartość importu towarów według krajów wysyłki,"47 370,9"
Kraje,TZ - Tanzania,2020,Wartość importu towarów według krajów wysyłki,"36 204,4"
Kraje,TZ - Tanzania,2021,Wartość importu towarów według krajów wysyłki,"49 948,6"
Kraje,TZ - Tanzania,2022,Wartość importu towarów według krajów wysyłki,"423 922,6"
Kraje,TZ - Tanzania,2010,Wartość usług nabytych,"634,2"
Kraje,TZ - Tanzania,2011,Wartość usług nabytych,"316,6"
Kraje,TZ - Tanzania,2012,Wartość usług nabytych,"535,3"
Kraje,TZ - Tanzania,2013,Wartość usług nabytych,"491,5"
Kraje,TZ - Tanzania,2014,Wartość usług nabytych,"4 705,5"
Kraje,TZ - Tanzania,2015,Wartość usług nabytych,"6 390,0"
